"Country_code","Country_name","Series code","Series_name","SCALE","Decimals","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","Income_group"
"PHL","Philippines","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,44532.05,45830.17,50322.24,51290.33,56270.11,63105.4,65642.97,77403.04,75650.21,73020.97,79111.86,77164.68,76057.25,76244.26,78998.18,81066.37,67630.48,78580.14,83156.56,NA,NA,NA,"Lower middle income"
"PHL","Philippines","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,59.4,56.8,54.3,51.9,49.7,47.7,46.1,44.6,43.1,41.8,40.4,39.2,37.8,36.7,35.6,34.5,33.4,32.4,31.3,30.4,29.4,NA,"Lower middle income"
"PHL","Philippines","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,14.32,14.45,14.58,14.72,14.87,15.02,14.92,14.77,14.63,14.49,14.37,14.31,14.25,14.2,14.16,14.13,14.11,14.1,14.1,14.1,14.1,NA,"Lower middle income"
"PHL","Philippines","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,99.37,NA,NA,NA,NA,NA,NA,NA,101.95,102.4,NA,102.61,102.27,102.19,102.33,102.79,102.47,102.08,101.68,NA,NA,NA,"Lower middle income"
"PHL","Philippines","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,183.73,184.72,192.62,188.74,193.58,194.14,190.08,190.23,196.51,195.49,193.84,180.72,176.72,168.71,157.19,150.12,141.44,130.25,129.85,125.9,NA,NA,"Lower middle income"
"PHL","Philippines","SP.POP.TOTL","Population",0,0,61628668,63146876,64659225,66173874,67703053,69255386,70831419,72427130,74040838,75669587,77309965,78964389,80630416,82293990,83936698,85546427,87116275,88652631,90173139,91703090,93260798,NA,"Lower middle income"
"PHL","Philippines","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,1.2,1.2,0.43,2.28,2.48,1.99,1.83,1.48,3.17,1.5,2.76,0.26,1.9,0.59,0.75,1.8,2.39,1.95,0.89,1.17,0.86,NA,"Lower middle income"
"PHL","Philippines","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,8.72,8.85,8.93,8.93,9.04,9.1,9.54,9.66,9.76,9.81,10.74,10.75,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,NA,NA,"Lower middle income"
"PHL","Philippines","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,0.72,0.73,0.78,0.78,0.83,0.91,0.93,1.07,1.02,0.96,1.02,0.98,0.94,0.93,0.94,0.95,0.78,0.89,0.92,NA,NA,NA,"Lower middle income"
"PHL","Philippines","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,283.19,293.14,320.79,320.19,336.51,360.52,354.3,397.18,390.44,365.6,379.36,359.62,341.99,326.6,317.15,310.61,246.22,268.33,272.64,NA,NA,NA,"Lower middle income"
"PHL","Philippines","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,468.81,457.33,467.3,456.89,478.1,490.68,497.2,511.85,514.26,515.99,522.88,491.08,487.42,478.59,466.46,457.98,445.94,430.25,439.21,423.57,NA,NA,"Lower middle income"
"PHL","Philippines","SP.URB.TOTL","Urban population",0,0,30074789.98,31472403,32898613.68,34357475.38,35855536.87,37397908.44,38886449.03,40414338.54,41981155.15,43585682.11,45226329.52,46857468.43,48523384.35,50215792.7,51923241.38,53637609.73,55266564.86,56897258.58,58540401.84,60212248.89,61925169.87,NA,"Lower middle income"
"PLW","Palau","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,98.84,NA,NA,NA,104.45,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"PLW","Palau","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,0.25,0.25,0.25,0.25,0.25,0.57,0.57,0.68,0.89,0.89,1.87,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,NA,NA,"Upper middle income"
"PLW","Palau","SP.URB.GROW","Urban population growth (annual %)",0,1,2.83,3.02,3.21,3.31,3.28,3.15,2.1,1.97,1.76,1.47,1.13,3.23,2.88,2.6,2.45,2.4,1.97,1.95,1.95,1.96,1.98,NA,"Upper middle income"
"PLW","Palau","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,32.6,31.2,30.6,29.8,29,28.2,28,27.2,26.3,25.5,25,24.1,23.4,22.6,22.6,21.7,21.3,20.6,20.2,19.4,19,NA,"Upper middle income"
"PLW","Palau","NY.GDP.MKTP.CD","GDP ($)",0,0,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,119863000,124656000,119455000,122728000,133560000,145428000,156614000,164289000,166394363.54,164691982.8,169665680.68,NA,"Upper middle income"
"PLW","Palau","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,NA,NA,NA,4810,4980,5770,6360,6370,6110,6030,6250,6470,6280,6420,7190,7770,7970,8270,6700,6230,6470,NA,"Upper middle income"
"PLW","Palau","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"PLW","Palau","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,4868.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"PLW","Palau","SP.POP.GROW","Population growth (annual %)",0,1,2.19,2.5,2.7,2.8,2.77,2.64,2.52,2.39,2.18,1.89,1.56,1.19,0.88,0.64,0.53,0.52,0.53,0.53,0.55,0.58,0.62,NA,"Upper middle income"
"PLW","Palau","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"PLW","Palau","SP.URB.TOTL","Urban population",0,0,10501.94,10823.51,11176.66,11552.65,11937.56,12319.36,12580.43,12830.38,13058.01,13250.95,13401.23,13841.39,14245.23,14619.86,14982.95,15347.53,15652.6,15961.62,16275.45,16598.27,16930.34,NA,"Upper middle income"
"PLW","Palau","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"PLW","Palau","SP.POP.TOTL","Population",0,0,15089,15471,15894,16345,16804,17254,17694,18122,18522,18876,19172,19402,19573,19698,19803,19906,20011,20118,20228,20346,20472,NA,"Upper middle income"
"PLW","Palau","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,15.55,15.17,7.15,6.73,6.55,6.59,6.63,6.48,6.34,6.22,6.12,9.45,9.37,9.68,9.63,9.76,10.26,10.57,10.51,NA,NA,NA,"Upper middle income"
"PLW","Palau","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,234.69,234.69,113.68,110.01,110.01,113.68,117.34,117.34,117.34,117.34,117.34,183.35,183.35,190.68,190.68,194.35,205.35,212.69,212.69,NA,NA,NA,"Upper middle income"
"PLW","Palau","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,1.3,1.19,1.21,NA,NA,-0.22,-3.49,71.74,-1.3,5.42,12.44,8.63,1.04,1.27,5.28,0.6,0.75,1.89,1.03,1.22,1.38,NA,"Upper middle income"
"PLW","Palau","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,NA,1041.08,538.75,594.5,554.05,516.25,482.7,471.85,462.6,489,487.54,752.01,779.28,821.13,782.77,756.23,775.76,786.94,827.49,NA,NA,NA,"Upper middle income"
"PLW","Palau","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.99,100.44,NA,NA,97.09,99.72,NA,NA,99.66,NA,NA,NA,NA,"Upper middle income"
"PNG","Papua New Guinea","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,48.49,46.5,47.04,48.57,52.3,51.72,NA,NA,50.68,NA,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,1.93,1.93,1.99,2.57,2.57,2.57,2.57,3.06,3.06,3.06,3.06,3.06,3.06,3.07,3.07,3.07,3.07,3.07,3.07,3.07,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","SP.URB.GROW","Urban population growth (annual %)",0,1,3.79,1.26,1.26,1.28,1.29,1.31,1.33,1.34,1.34,1.3,1.25,1.65,1.61,1.57,1.53,1.5,2.26,2.24,2.2,2.17,2.12,NA,"Lower middle income"
"PNG","Papua New Guinea","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,89.5,88.1,86.1,84.3,82.8,81.2,79.8,78,76.6,75.4,73.9,72.4,71,69.5,68.4,67.2,65.7,64.3,63.2,62.1,60.8,NA,"Lower middle income"
"PNG","Papua New Guinea","SP.POP.TOTL","Population",0,0,4157654,4261537,4368815,4479959,4595463,4715617,4840693,4970478,5104153,5240560,5378824,5518586,5659946,5803029,5948135,6095437,6244916,6396307,6549268,6703361,6858266,NA,"Lower middle income"
"PNG","Papua New Guinea","NY.GDP.MKTP.CD","GDP ($)",0,0,3219730365,3787352286.67,4377984100,4974662910,5502648500,4636113480,5155485419.7,4936605080,3789428160,3477060138.33,3521348154.8,3081029665.98,2999542369.42,3536459119.88,3927114456.84,4901584516.13,5598700444.44,6329292929.29,8010370370.37,7914594202.9,9480047958.81,NA,"Lower middle income"
"PNG","Papua New Guinea","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,2141.53,2064.52,2053.52,1994.85,2181.86,2038.85,2163.53,2555.9,2838.26,2464.22,2687.91,3230.63,3512.99,3967.69,4481.07,4613.09,4594.75,3113.28,2108.52,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,304.97,268.38,234.48,192.7,198.95,192.28,189.39,232.82,268.67,229.02,256.2,308.3,335.78,371.21,408.13,405.57,393.78,248.89,157.98,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,820,870,930,1080,1130,1040,1020,930,780,690,620,550,510,500,570,680,720,940,1100,1190,1300,NA,"Lower middle income"
"PNG","Papua New Guinea","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,4.83,3.08,2.38,1.25,1.03,9.8,2.16,0.58,2.89,8.53,2.72,2.03,0.61,3.33,0.78,0.78,0.23,1.62,-0.38,5.35,0.3,NA,"Lower middle income"
"PNG","Papua New Guinea","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,2602.6,2466,2529.1,2680,2955.1,2994.1,3000.3,4085.1,4843.6,4031.3,4116.5,4064.5,3894.1,3777,4085.9,4132.4,3887.6,3902.9,4228.2,4415.1,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,78.24,79.61,80.25,82.25,82.57,84.01,NA,NA,83.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"PNG","Papua New Guinea","SP.URB.TOTL","Urban population",0,0,623648.1,631559.78,639594.52,647802.07,656232.12,664902,673824.47,682943.68,692123.15,701186.93,710004.77,721831.05,733529,745108.92,756602.77,768025.06,785610.43,803376.16,821278.21,839260.8,857283.25,NA,"Lower middle income"
"PNG","Papua New Guinea","SP.POP.GROW","Population growth (annual %)",0,1,2.45,2.47,2.49,2.51,2.55,2.58,2.62,2.65,2.65,2.64,2.6,2.57,2.53,2.5,2.47,2.45,2.42,2.4,2.36,2.33,2.28,NA,"Lower middle income"
"PNG","Papua New Guinea","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,0.52,0.48,0.47,0.45,0.47,0.43,0.45,0.51,0.56,0.47,0.5,0.59,0.62,0.68,0.75,0.76,0.74,0.49,0.32,NA,NA,NA,"Lower middle income"
"POL","Poland","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,97.54,95.67,96.53,98.18,94.32,NA,NA,98.51,96.4,95.99,95.23,97.1,97.61,99.64,100.27,97.45,96.78,96.32,NA,95.32,NA,NA,"High income: OECD"
"POL","Poland","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,17.3,16.8,16.3,15.6,14.7,13.9,12.9,12,11.1,10.3,9.6,9,8.6,8.2,7.9,7.6,7.2,6.9,6.6,6.3,6,NA,"High income: OECD"
"POL","Poland","SP.POP.TOTL","Population",0,0,38118800,38244400,38364700,38459000,38543600,38587600,38618000,38650000,38666145,38658000,38453757,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38187488,NA,"High income: OECD"
"POL","Poland","SP.URB.GROW","Urban population growth (annual %)",0,1,0.87,0.39,0.38,0.31,0.28,0.18,0.14,0.15,0.11,0.04,-0.46,-0.6,-0.11,-0.13,-0.12,-0.11,-0.16,-0.15,-0.08,-0.03,0,NA,"High income: OECD"
"POL","Poland","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,0.15,0.38,0.8,2,1.9,2.63,2.87,3.12,3.68,4.33,5.45,3,2.08,2.12,5.03,3.39,5.82,5.56,2.83,3.02,1.93,NA,"High income: OECD"
"POL","Poland","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,4.27,4.27,4.28,4.28,4.28,4.28,4.28,4.29,4.29,4.3,4.33,4.36,4.37,4.4,4.42,4.44,4.46,4.47,4.48,4.48,4.48,NA,"High income: OECD"
"POL","Poland","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,3283.7,3190.7,2398.9,2752.9,2566.1,3022.3,2901,2854,3070.9,2959.3,2534.7,3056.4,3240.8,2865.3,3537.5,3233,2598.2,3249.5,3217.2,3475.1,NA,NA,"High income: OECD"
"POL","Poland","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,331.01,348.68,331.62,327.2,296.4,286.44,280.47,258.43,230.23,214.49,197.18,196.18,191.49,189.03,179.97,175.59,173.63,162.05,156.03,147.38,153.63,NA,"High income: OECD"
"POL","Poland","SP.POP.GROW","Population growth (annual %)",0,1,0.41,0.33,0.31,0.25,0.22,0.11,0.08,0.08,0.04,-0.02,-0.53,-0.53,-0.05,-0.09,-0.04,-0.04,-0.06,-0.05,0.01,0.07,0.09,NA,"High income: OECD"
"POL","Poland","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,366773.34,361591.87,357283.14,352519.71,336161.22,346813.86,358823.28,351049.24,326935.05,317133.16,301691.42,302806.19,296931.66,304856.04,305138.4,303766.95,319410.37,315204.32,316066.06,NA,NA,NA,"High income: OECD"
"POL","Poland","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,15.32,16.45,17.46,18.39,18.9,20.26,20.78,21.01,21.82,21.82,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,NA,NA,"High income: OECD"
"POL","Poland","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,NA,NA,1910,2270,2450,2970,3620,4180,4310,4390,4590,4670,4850,5470,6240,7270,8340,9800,11870,12190,12410,NA,"High income: OECD"
"POL","Poland","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,2704.82,2641.05,2569.04,2624.71,2495.78,2577.81,2679.45,2641.68,2469.6,2405.37,2317.48,2346.07,2324.2,2384.66,2393.03,2420.43,2544.04,2536.84,2567.38,2463.52,2663.44,NA,"High income: OECD"
"POL","Poland","NY.GDP.MKTP.CD","GDP ($)",0,0,58975894567.42,76427193688.53,84325431461.53,85850630505.58,98515947588.22,139061724220.41,156684025073.25,157153896117.76,172901507740.12,167958110564.11,171276118424.23,190420821221.82,198179523189.78,216800940068.09,252768889229.12,303912340672.79,341670072522.16,425321393718.15,529400755437.49,430645331880.39,468585140961.86,NA,"High income: OECD"
"POL","Poland","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,100.64,100.54,100.16,99.06,99.03,NA,NA,98.66,98.67,98.52,98.27,98.11,97.89,97.46,100.42,99.44,99.09,99.25,99.49,99.59,NA,NA,"High income: OECD"
"POL","Poland","SP.URB.TOTL","Urban population",0,0,23366824.4,23459114.96,23548252.86,23621517.8,23688896.56,23731374,23765517.2,23800670,23826078.55,23836522.8,23725968.07,23583763.66,23557550.3,23526374.21,23497339.42,23471748.68,23433994.44,23398399.73,23378715.42,23371672,23370742.66,NA,"High income: OECD"
"POL","Poland","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1177.5,1248.24,1202.11,1142.67,1035.78,998.69,972.6,888.56,788.25,731.52,667.52,662,639.92,632.54,601,577.42,571.56,528.19,503.81,NA,NA,NA,"High income: OECD"
"POL","Poland","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,9.62,9.45,9.31,9.17,8.72,8.99,9.29,9.08,8.46,8.2,7.85,7.92,7.77,7.98,7.99,7.96,8.37,8.27,8.29,NA,NA,NA,"High income: OECD"
"PRI","Puerto Rico","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,6220,6450,6760,7100,7370,7820,8130,8510,8690,9590,10560,10960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,1080,1149.4,1069.7,1732.7,1410.2,1500,1595.7,1708.3,1870.6,1750,1730.7,1802.3,1946,1959.2,2035.5,1816,1851.8,1896.5,1764.2,1878.1,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,43.51,44.85,46.26,47.62,48.98,50.38,51.72,53.19,54.9,56.71,58.65,60.46,62.23,63.87,65.31,66.5,67.42,68.09,68.55,68.81,68.95,NA,"High income: nonOECD"
"PRI","Puerto Rico","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.07,10.07,10.07,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","SP.URB.GROW","Urban population growth (annual %)",0,1,1.72,4.75,4.53,4.58,4.54,4.41,2.83,2.61,2.23,2.13,1.97,1.24,1.16,1.1,1.07,1.05,0.65,0.61,0.58,0.57,0.53,NA,"High income: nonOECD"
"PRI","Puerto Rico","NY.GDP.MKTP.CD","GDP ($)",0,0,30603800576,32287000576,34630402048,36922499072,39690600448,42647330816,45340798976,48186998784,54086402048,57841000448,61044899840,67897098240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","SP.POP.TOTL","Population",0,0,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3814413,3837768,3858272,3876637,3893931,3910722,3926744,3941235,3954553,3967288,3978702,NA,"High income: nonOECD"
"PRI","Puerto Rico","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","SP.POP.GROW","Population growth (annual %)",0,1,0.89,0.71,0.65,0.84,0.93,0.92,1.12,0.93,0.57,0.5,0.38,0.61,0.53,0.47,0.45,0.43,0.41,0.37,0.34,0.32,0.29,NA,"High income: nonOECD"
"PRI","Puerto Rico","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.28,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","SP.URB.TOTL","Urban population",0,0,2553714,2677994.3,2802173.56,2933614.27,3069738.16,3207982.71,3300044.33,3387246.43,3463488.52,3537875.41,3608434.7,3653555.14,3696224.58,3737078.07,3777113.07,3816864.67,3841926.33,3865563.29,3888116.51,3910159.05,3930957.58,NA,"High income: nonOECD"
"PRI","Puerto Rico","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRI","Puerto Rico","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"PRK","Korea, Dem. Rep.","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,1649.29,1549.08,1332.08,1205.43,1085.57,1009.83,877.12,826.57,763.98,814.5,864.19,887.33,845.54,859.01,872.98,902.95,906.77,765.85,839.78,794.96,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","SP.POP.TOTL","Population",0,0,20143212,20466180,20804249,21145052,21471407,21770898,22038893,22278723,22495715,22698674,22894095,23083419,23264576,23436550,23597383,23745941,23882465,24008606,24126329,24238179,24346229,NA,"Low income"
"PRK","Korea, Dem. Rep.","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","SP.URB.GROW","Urban population growth (annual %)",0,1,1.79,1.83,1.88,1.86,1.77,1.62,1.6,1.45,1.34,1.27,1.22,1.29,1.24,1.2,1.14,1.08,1.16,1.11,1.07,1.04,1.01,NA,"Low income"
"PRK","Korea, Dem. Rep.","SP.URB.TOTL","Urban population",0,0,11763635.81,11980901.77,12207933.31,12437519.59,12659541.57,12866600.72,13073471.33,13264751.67,13443439.28,13614664.67,13782245.19,13960851.81,14135556.38,14305670.12,14469915.26,14627499.66,14797575.31,14962163.26,15122383.02,15279748.04,15435509.19,NA,"Low income"
"PRK","Korea, Dem. Rep.","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.96,3.96,3.97,3.97,3.97,3.97,3.97,3.97,3.97,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,12.54,12.63,12.72,12.81,12.78,12.63,12.5,12.39,12.3,12.21,12.13,12.06,11.99,11.92,11.86,11.81,11.77,11.73,11.7,11.67,11.64,NA,"Low income"
"PRK","Korea, Dem. Rep.","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,244834.59,251145.5,255413.88,262139.16,259641.94,259348.58,256682.67,234688,64927.9,71396.49,76966.66,79922.26,76530.29,78209.78,79925.93,83475.59,85034.06,70710.76,78371.12,NA,NA,NA,"Low income"
"PRK","Korea, Dem. Rep.","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,45,50.7,57.4,64.5,71.3,76.2,78.4,77.3,73.1,66.2,57.7,48.9,41.5,36.1,32.9,31.8,32.1,31.7,33.1,33.3,33.2,NA,"Low income"
